Price,Area,Location,sizeRkorBhk,Num_of_bedrooms,Resale,MaintenanceStaff,Gymnasium,SwimmingPool,LandscapedGardens,JoggingTrack,RainWaterHarvesting,IndoorGames,ShoppingMall,Intercom,SportsFacility,ATM,ClubHouse,Num_of_bathrooms,School,24X7Security,PowerBackup,CarParking,StaffQuarter,Cafeteria,MultipurposeRoom,Hospital,WashingMachine,Gasconnection,AC,Wifi,Childrensplayarea,LiftAvailable,BED,VaastuCompliant,Microwave,GolfCourse,TV,DiningTable,Sofa,Wardrobe,Refrigerator
28500000,1130,Hiranandani Meadows,bhk,3,1,9,9,9,9,9,9,9,9,9,9,9,9,3,9,9,9,1,9,9,9,9,9,1,9,9,1,9,9,9,9,9,9,9,9,9,9
11500000,1735,Central Avenue,bhk,3,1,9,9,9,9,9,9,9,9,9,9,9,9,3,9,9,9,1,9,9,9,9,9,1,9,9,1,9,9,9,9,9,9,9,9,9,9
28500000,1065,vasant vihar thane west,bhk,2,1,9,9,9,9,9,9,9,9,9,9,9,9,2,9,9,9,1,9,9,9,9,9,1,9,9,1,9,9,9,9,9,9,9,9,9,9
11000000,1495,Hiranandani Meadows,bhk,3,1,9,9,9,9,9,9,9,9,9,9,9,9,3,9,9,9,1,9,9,9,9,9,1,9,9,1,9,9,9,9,9,9,9,9,9,9
10000000,650,Malad West,rk,0,0,9,9,9,9,9,9,9,9,9,9,9,9,1,9,9,9,0,9,9,9,9,9,0,9,9,0,9,9,9,9,9,9,9,9,9,9
46000000,650,Malad,rk,1,0,9,9,9,9,9,9,9,9,9,9,9,9,1,9,9,9,0,9,9,9,9,9,0,9,9,0,9,9,9,9,9,9,9,9,9,9
70000000,1174,Tardeo,bhk,2,1,9,9,9,9,9,9,9,9,9,9,9,9,2,9,9,9,1,9,9,9,9,9,1,9,9,1,9,9,9,9,9,9,9,9,9,9
140000000,1466,Haji Ali,bhk,2,1,9,9,9,9,9,9,9,9,9,9,9,9,2,9,9,9,1,9,9,9,9,9,1,9,9,1,9,9,9,9,9,9,9,9,9,9
52500000,3168,Tardeo,bhk,5,1,9,9,9,9,9,9,9,9,9,9,9,9,5,9,9,9,1,9,9,9,9,9,1,9,9,1,9,9,9,9,9,9,9,9,9,9
170000000,946,Mahalaxmi,bhk,2,1,9,9,9,9,9,9,9,9,9,9,9,9,2,9,9,9,1,9,9,9,9,9,1,9,9,1,9,9,9,9,9,9,9,9,9,9
57000000,2963,Mira Road East,bhk,4,1,9,9,9,9,9,9,9,9,9,9,9,9,4,9,9,9,1,9,9,9,9,9,1,9,9,1,9,9,9,9,9,9,9,9,9,9
180000000,1203,Ghatkopar West,bhk,4,1,9,9,9,9,9,9,9,9,9,9,9,9,4,9,9,9,1,9,9,9,9,9,1,9,9,1,9,9,9,9,9,9,9,9,9,9
62500000,2110,Powai,bhk,3,1,9,9,9,9,9,9,9,9,9,9,9,9,3,9,9,9,1,9,9,9,9,9,1,9,9,1,9,9,9,9,9,9,9,9,9,9
260000000,1165,Agripada,bhk,4,1,9,9,9,9,9,9,9,9,9,9,9,9,4,9,9,9,1,9,9,9,9,9,1,9,9,1,9,9,9,9,9,9,9,9,9,9
90000000,5642,Sion,bhk,6,1,9,9,9,9,9,9,9,9,9,9,9,9,6,9,9,9,1,9,9,9,9,9,1,9,9,1,9,9,9,9,9,9,9,9,9,9
85000000,1396,Kamothe,bhk,3,1,9,9,9,9,9,9,9,9,9,9,9,9,3,9,9,9,1,9,9,9,9,9,1,9,9,1,9,9,9,9,9,9,9,9,9,9
3700000,1106,Girgaon,bhk,3,1,9,9,9,9,9,9,9,9,9,9,9,9,3,9,9,9,1,9,9,9,9,9,1,9,9,1,9,9,9,9,9,9,9,9,9,9
3500000,790,IT Colony,rk,0,1,9,9,9,9,9,9,9,9,9,9,9,9,1,9,9,9,0,9,9,9,9,9,0,9,9,0,9,9,9,9,9,9,9,9,9,9
8100000,670,IT Colony,rk,0,1,9,9,9,9,9,9,9,9,9,9,9,9,1,9,9,9,0,9,9,9,9,9,0,9,9,0,9,9,9,9,9,9,9,9,9,9
4500000,1250,Sector 19 Kharghar,bhk,2,1,9,9,9,9,9,9,9,9,9,9,9,9,2,9,9,9,1,9,9,9,9,9,1,9,9,1,9,9,9,9,9,9,9,9,9,9
7700000,653,mumbai,rk,0,1,9,9,9,9,9,9,9,9,9,9,9,9,1,9,9,9,0,9,9,9,9,9,0,9,9,0,9,9,9,9,9,9,9,9,9,9
11200000,1125,Kamothe,bhk,2,1,9,9,9,9,9,9,9,9,9,9,9,9,2,9,9,9,1,9,9,9,9,9,1,9,9,1,9,9,9,9,9,9,9,9,9,9
8500000,1400,Majiwada thane,bhk,3,1,9,9,9,9,9,9,9,9,9,9,9,9,3,9,9,9,1,9,9,9,9,9,1,9,9,1,9,9,9,9,9,9,9,9,9,9
4500000,850,Yogi Hills,rk,0,1,9,9,9,9,9,9,9,9,9,9,9,9,1,9,9,9,0,9,9,9,9,9,0,9,9,0,9,9,9,9,9,9,9,9,9,9
18000000,550,Hiranandani Meadows,rk,0,1,9,9,9,9,9,9,9,9,9,9,9,9,1,9,9,9,0,9,9,9,9,9,0,9,9,0,9,9,9,9,9,9,9,9,9,9
7600000,1006,Andheri West,bhk,2,0,9,9,9,9,9,9,9,9,9,9,9,9,2,9,9,9,1,9,9,9,9,9,1,9,9,1,9,9,9,9,9,9,9,9,9,9
16000000,1127,Kalyan West,bhk,2,1,9,9,9,9,9,9,9,9,9,9,9,9,2,9,9,9,1,9,9,9,9,9,1,9,9,1,9,9,9,9,9,9,9,9,9,9
6500000,950,Jogeshwari West,bhk,2,1,9,9,9,9,9,9,9,9,9,9,9,9,2,9,9,9,1,9,9,9,9,9,1,9,9,1,9,9,9,9,9,9,9,9,9,9
5100000,500,Sector 19 Nerul,rk,0,1,9,9,9,9,9,9,9,9,9,9,9,9,1,9,9,9,0,9,9,9,9,9,0,9,9,0,9,9,9,9,9,9,9,9,9,9
2600000,427,Owale,rk,0,1,9,9,9,9,9,9,9,9,9,9,9,9,1,9,9,9,0,9,9,9,9,9,0,9,9,0,9,9,9,9,9,9,9,9,9,9
18000000,384,Thane West,rk,0,1,9,9,9,9,9,9,9,9,9,9,9,9,1,9,9,9,0,9,9,9,9,9,0,9,9,0,9,9,9,9,9,9,9,9,9,9
420000000,1050,MG Road,bhk,2,0,9,9,9,9,9,9,9,9,9,9,9,9,2,9,9,9,1,9,9,9,9,9,1,9,9,1,9,9,9,9,9,9,9,9,9,9
12100000,8511,Worli South Mumbai,bhk,5,1,9,9,9,9,9,9,9,9,9,9,9,9,5,9,9,9,1,9,9,9,9,9,1,9,9,1,9,9,9,9,9,9,9,9,9,9
8400000,1525,roadpali navimumbai,bhk,3,1,9,9,9,9,9,9,9,9,9,9,9,9,3,9,9,9,1,9,9,9,9,9,1,9,9,1,9,9,9,9,9,9,9,9,9,9
8250000,1139,roadpali navimumbai,bhk,2,1,9,9,9,9,9,9,9,9,9,9,9,9,2,9,9,9,1,9,9,9,9,9,1,9,9,1,9,9,9,9,9,9,9,9,9,9
5800000,1139,roadpali navimumbai,bhk,2,1,9,9,9,9,9,9,9,9,9,9,9,9,2,9,9,9,1,9,9,9,9,9,1,9,9,1,9,9,9,9,9,9,9,9,9,9
5800000,1060,taloja panchanand,bhk,2,1,9,9,9,9,9,9,9,9,9,9,9,9,2,9,9,9,1,9,9,9,9,9,1,9,9,1,9,9,9,9,9,9,9,9,9,9
3600000,1025,taloja panchanand,bhk,1,1,9,9,9,9,9,9,9,9,9,9,9,9,1,9,9,9,1,9,9,9,9,9,1,9,9,1,9,9,9,9,9,9,9,9,9,9
3500000,690,Taloja Bypass Nitalas Link Road,rk,0,1,9,9,9,9,9,9,9,9,9,9,9,9,1,9,9,9,0,9,9,9,9,9,0,9,9,0,9,9,9,9,9,9,9,9,9,9
7053000,670,taloja panchanand,rk,0,1,9,9,9,9,9,9,9,9,9,9,9,9,1,9,9,9,0,9,9,9,9,9,0,9,9,0,9,9,9,9,9,9,9,9,9,9
4713000,1085,Navi Basti,bhk,1,1,9,9,9,9,9,9,9,9,9,9,9,9,1,9,9,9,1,9,9,9,9,9,1,9,9,1,9,9,9,9,9,9,9,9,9,9
11500000,725,Navi Basti,rk,0,1,9,9,9,9,9,9,9,9,9,9,9,9,1,9,9,9,0,9,9,9,9,9,0,9,9,0,9,9,9,9,9,9,9,9,9,9
14800000,1450,Mumbai Highway,bhk,3,1,9,9,9,9,9,9,9,9,9,9,9,9,3,9,9,9,1,9,9,9,9,9,1,9,9,1,9,9,9,9,9,9,9,9,9,9
14800000,1980,Sector 20 Kharghar,bhk,3,1,9,9,9,9,9,9,9,9,9,9,9,9,3,9,9,9,1,9,9,9,9,9,1,9,9,1,9,9,9,9,9,9,9,9,9,9
16500000,1985,Sector 20 Kharghar,bhk,3,1,9,9,9,9,9,9,9,9,9,9,9,9,3,9,9,9,1,9,9,9,9,9,1,9,9,1,9,9,9,9,9,9,9,9,9,9
2800000,1482,Navi Basti,bhk,3,1,9,9,9,9,9,9,9,9,9,9,9,9,3,9,9,9,1,9,9,9,9,9,1,9,9,1,9,9,9,9,9,9,9,9,9,9
3500000,482,Rasayani,rk,0,1,9,9,9,9,9,9,9,9,9,9,9,9,1,9,9,9,0,9,9,9,9,9,0,9,9,0,9,9,9,9,9,9,9,9,9,9
11500000,670,taloja panchanand,rk,0,1,9,9,9,9,9,9,9,9,9,9,9,9,1,9,9,9,0,9,9,9,9,9,0,9,9,0,9,9,9,9,9,9,9,9,9,9
4200000,1450,Sector 10 Kamothe,bhk,3,1,9,9,9,9,9,9,9,9,9,9,9,9,3,9,9,9,1,9,9,9,9,9,1,9,9,1,9,9,9,9,9,9,9,9,9,9
2800000,555,Kamothe,rk,0,1,9,9,9,9,9,9,9,9,9,9,9,9,1,9,9,9,0,9,9,9,9,9,0,9,9,0,9,9,9,9,9,9,9,9,9,9
65000000,482,Rasayani,rk,0,1,9,9,9,9,9,9,9,9,9,9,9,9,1,9,9,9,0,9,9,9,9,9,0,9,9,0,9,9,9,9,9,9,9,9,9,9
95100000,1600,Santacruz West,bhk,4,1,9,9,9,9,9,9,9,9,9,9,9,9,4,9,9,9,1,9,9,9,9,9,1,9,9,1,9,9,9,9,9,9,9,9,9,9
65000000,3500,Santacruz West,bhk,5,1,9,9,9,9,9,9,9,9,9,9,9,9,5,9,9,9,1,9,9,9,9,9,1,9,9,1,9,9,9,9,9,9,9,9,9,9
110000000,1600,Andheri West,bhk,4,1,9,9,9,9,9,9,9,9,9,9,9,9,4,9,9,9,1,9,9,9,9,9,1,9,9,1,9,9,9,9,9,9,9,9,9,9
85000000,2590,Andheri West,bhk,3,1,9,9,9,9,9,9,9,9,9,9,9,9,3,9,9,9,1,9,9,9,9,9,1,9,9,1,9,9,9,9,9,9,9,9,9,9
30000000,3733,Andheri West,bhk,4,1,9,9,9,9,9,9,9,9,9,9,9,9,4,9,9,9,1,9,9,9,9,9,1,9,9,1,9,9,9,9,9,9,9,9,9,9
80000000,1800,Andheri West,bhk,4,1,9,9,9,9,9,9,9,9,9,9,9,9,4,9,9,9,1,9,9,9,9,9,1,9,9,1,9,9,9,9,9,9,9,9,9,9
120000000,2000,Juhu,bhk,4,1,9,9,9,9,9,9,9,9,9,9,9,9,4,9,9,9,1,9,9,9,9,9,1,9,9,1,9,9,9,9,9,9,9,9,9,9
70000000,2600,Khar West,bhk,4,1,9,9,9,9,9,9,9,9,9,9,9,9,4,9,9,9,1,9,9,9,9,9,1,9,9,1,9,9,9,9,9,9,9,9,9,9
6800000,1800,Khar West,bhk,4,1,9,9,9,9,9,9,9,9,9,9,9,9,4,9,9,9,1,9,9,9,9,9,1,9,9,1,9,9,9,9,9,9,9,9,9,9
7700000,1065,Kalyan West,bhk,2,1,9,9,9,9,9,9,9,9,9,9,9,9,2,9,9,9,1,9,9,9,9,9,1,9,9,1,9,9,9,9,9,9,9,9,9,9
8100000,510,Kandivali East,rk,0,1,9,9,9,9,9,9,9,9,9,9,9,9,1,9,9,9,0,9,9,9,9,9,0,9,9,0,9,9,9,9,9,9,9,9,9,9
8700000,1079,Kharghar,bhk,1,1,9,9,9,9,9,9,9,9,9,9,9,9,1,9,9,9,1,9,9,9,9,9,1,9,9,1,9,9,9,9,9,9,9,9,9,9
4500000,1100,kavesar,bhk,2,1,9,9,9,9,9,9,9,9,9,9,9,9,2,9,9,9,1,9,9,9,9,9,1,9,9,1,9,9,9,9,9,9,9,9,9,9
8000000,555,Owale,rk,0,1,9,9,9,9,9,9,9,9,9,9,9,9,1,9,9,9,0,9,9,9,9,9,0,9,9,0,9,9,9,9,9,9,9,9,9,9
3850000,1221,Kalamboli,bhk,2,1,9,9,9,9,9,9,9,9,9,9,9,9,2,9,9,9,1,9,9,9,9,9,1,9,9,1,9,9,9,9,9,9,9,9,9,9
3900000,650,Roadpali,rk,0,1,9,9,9,9,9,9,9,9,9,9,9,9,1,9,9,9,0,9,9,9,9,9,0,9,9,0,9,9,9,9,9,9,9,9,9,9
9000000,380,Kharghar,rk,0,1,9,9,9,9,9,9,9,9,9,9,9,9,1,9,9,9,0,9,9,9,9,9,0,9,9,0,9,9,9,9,9,9,9,9,9,9
19000000,1171,Kopara,bhk,2,1,9,9,9,9,9,9,9,9,9,9,9,9,2,9,9,9,1,9,9,9,9,9,1,9,9,1,9,9,9,9,9,9,9,9,9,9
13500000,1503,Mumbai Highway,bhk,3,1,9,9,9,9,9,9,9,9,9,9,9,9,3,9,9,9,1,9,9,9,9,9,1,9,9,1,9,9,9,9,9,9,9,9,9,9
8400000,1415,Kharghar,bhk,3,1,9,9,9,9,9,9,9,9,9,9,9,9,3,9,9,9,1,9,9,9,9,9,1,9,9,1,9,9,9,9,9,9,9,9,9,9
13500000,776,Sector 20 Kharghar,rk,0,1,9,9,9,9,9,9,9,9,9,9,9,9,1,9,9,9,0,9,9,9,9,9,0,9,9,0,9,9,9,9,9,9,9,9,9,9
12000000,1414,Kharghar,bhk,3,1,9,9,9,9,9,9,9,9,9,9,9,9,3,9,9,9,1,9,9,9,9,9,1,9,9,1,9,9,9,9,9,9,9,9,9,9
8500000,1302,Sector 11 Kharghar,bhk,3,1,9,9,9,9,9,9,9,9,9,9,9,9,3,9,9,9,1,9,9,9,9,9,1,9,9,1,9,9,9,9,9,9,9,9,9,9
20200000,966,Sector 19 Kharghar,bhk,2,1,9,9,9,9,9,9,9,9,9,9,9,9,2,9,9,9,1,9,9,9,9,9,1,9,9,1,9,9,9,9,9,9,9,9,9,9
10200000,1040,Goregaon East,bhk,1,1,9,9,9,9,9,9,9,9,9,9,9,9,1,9,9,9,1,9,9,9,9,9,1,9,9,1,9,9,9,9,9,9,9,9,9,9
8500000,585,Malad West,rk,0,0,9,9,9,9,9,9,9,9,9,9,9,9,1,9,9,9,0,9,9,9,9,9,0,9,9,0,9,9,9,9,9,9,9,9,9,9
5300000,600,Seawoods,rk,0,1,9,9,9,9,9,9,9,9,9,9,9,9,1,9,9,9,0,9,9,9,9,9,0,9,9,0,9,9,9,9,9,9,9,9,9,9
7800000,545,royal palms goregaon east,rk,0,1,9,9,9,9,9,9,9,9,9,9,9,9,1,9,9,9,0,9,9,9,9,9,0,9,9,0,9,9,9,9,9,9,9,9,9,9
119900000,1365,Dronagiri,bhk,2,1,9,9,9,9,9,9,9,9,9,9,9,9,2,9,9,9,1,9,9,9,9,9,1,9,9,1,9,9,9,9,9,9,9,9,9,9
4300000,3140,Andheri West,bhk,3,0,9,9,9,9,9,9,9,9,9,9,9,9,3,9,9,9,1,9,9,9,9,9,1,9,9,1,9,9,9,9,9,9,9,9,9,9
7200000,526,Goregaon East,rk,0,1,9,9,9,9,9,9,9,9,9,9,9,9,1,9,9,9,0,9,9,9,9,9,0,9,9,0,9,9,9,9,9,9,9,9,9,9
4199000,937,Goregaon East,bhk,1,1,9,9,9,9,9,9,9,9,9,9,9,9,1,9,9,9,1,9,9,9,9,9,1,9,9,1,9,9,9,9,9,9,9,9,9,9
70000000,1278,Goregaon East,bhk,3,1,9,9,9,9,9,9,9,9,9,9,9,9,3,9,9,9,1,9,9,9,9,9,1,9,9,1,9,9,9,9,9,9,9,9,9,9
6800000,1800,Khar West,bhk,4,1,9,9,9,9,9,9,9,9,9,9,9,9,4,9,9,9,1,9,9,9,9,9,1,9,9,1,9,9,9,9,9,9,9,9,9,9
4500000,1065,Kalyan West,bhk,1,1,9,9,9,9,9,9,9,9,9,9,9,9,1,9,9,9,1,9,9,9,9,9,1,9,9,1,9,9,9,9,9,9,9,9,9,9
7700000,693,Mira Road East,rk,0,0,9,9,9,9,9,9,9,9,9,9,9,9,1,9,9,9,0,9,9,9,9,9,0,9,9,0,9,9,9,9,9,9,9,9,9,9
8100000,510,Kandivali East,rk,0,1,9,9,9,9,9,9,9,9,9,9,9,9,1,9,9,9,0,9,9,9,9,9,0,9,9,0,9,9,9,9,9,9,9,9,9,9
4200000,1079,Kharghar,bhk,1,1,9,9,9,9,9,9,9,9,9,9,9,9,1,9,9,9,1,9,9,9,9,9,1,9,9,1,9,9,9,9,9,9,9,9,9,9
11500000,640,Kharghar,rk,0,1,9,9,9,9,9,9,9,9,9,9,9,9,1,9,9,9,0,9,9,9,9,9,0,9,9,0,9,9,9,9,9,9,9,9,9,9
8000000,1182,Kharghar,bhk,2,1,9,9,9,9,9,9,9,9,9,9,9,9,2,9,9,9,1,9,9,9,9,9,1,9,9,1,9,9,9,9,9,9,9,9,9,9
16000000,1000,Kharghar,bhk,2,1,9,9,9,9,9,9,9,9,9,9,9,9,2,9,9,9,1,9,9,9,9,9,1,9,9,1,9,9,9,9,9,9,9,9,9,9
14500000,1600,Kharghar,bhk,3,1,9,9,9,9,9,9,9,9,9,9,9,9,3,9,9,9,1,9,9,9,9,9,1,9,9,1,9,9,9,9,9,9,9,9,9,9
6500000,1655,Kharghar,bhk,3,1,9,9,9,9,9,9,9,9,9,9,9,9,3,9,9,9,1,9,9,9,9,9,1,9,9,1,9,9,9,9,9,9,9,9,9,9
9500000,675,Kharghar,rk,0,1,9,9,9,9,9,9,9,9,9,9,9,9,1,9,9,9,0,9,9,9,9,9,0,9,9,0,9,9,9,9,9,9,9,9,9,9
8000000,1050,Kharghar,bhk,1,1,9,9,9,9,9,9,9,9,9,9,9,9,1,9,9,9,1,9,9,9,9,9,1,9,9,1,9,9,9,9,9,9,9,9,9,9
11000000,800,Kharghar,rk,0,1,9,9,9,9,9,9,9,9,9,9,9,9,1,9,9,9,0,9,9,9,9,9,0,9,9,0,9,9,9,9,9,9,9,9,9,9
9200000,1100,mumbai,bhk,2,1,9,9,9,9,9,9,9,9,9,9,9,9,2,9,9,9,1,9,9,9,9,9,1,9,9,1,9,9,9,9,9,9,9,9,9,9
5200000,1250,Kharghar,bhk,2,1,9,9,9,9,9,9,9,9,9,9,9,9,2,9,9,9,1,9,9,9,9,9,1,9,9,1,9,9,9,9,9,9,9,9,9,9
6000000,590,Kharghar,rk,0,1,9,9,9,9,9,9,9,9,9,9,9,9,1,9,9,9,0,9,9,9,9,9,0,9,9,0,9,9,9,9,9,9,9,9,9,9
13000000,675,Kharghar,rk,0,1,9,9,9,9,9,9,9,9,9,9,9,9,1,9,9,9,0,9,9,9,9,9,0,9,9,0,9,9,9,9,9,9,9,9,9,9
10500000,1200,Kharghar,bhk,3,1,9,9,9,9,9,9,9,9,9,9,9,9,3,9,9,9,1,9,9,9,9,9,1,9,9,1,9,9,9,9,9,9,9,9,9,9
11100000,911,Kharghar,bhk,1,1,9,9,9,9,9,9,9,9,9,9,9,9,1,9,9,9,1,9,9,9,9,9,1,9,9,1,9,9,9,9,9,9,9,9,9,9
12700000,1117,Kharghar,bhk,2,1,9,9,9,9,9,9,9,9,9,9,9,9,2,9,9,9,1,9,9,9,9,9,1,9,9,1,9,9,9,9,9,9,9,9,9,9
6000000,1125,Kharghar,bhk,2,1,9,9,9,9,9,9,9,9,9,9,9,9,2,9,9,9,1,9,9,9,9,9,1,9,9,1,9,9,9,9,9,9,9,9,9,9
5500000,560,Kharghar,rk,0,1,9,9,9,9,9,9,9,9,9,9,9,9,1,9,9,9,0,9,9,9,9,9,0,9,9,0,9,9,9,9,9,9,9,9,9,9
9800000,650,Kharghar,rk,0,1,9,9,9,9,9,9,9,9,9,9,9,9,1,9,9,9,0,9,9,9,9,9,0,9,9,0,9,9,9,9,9,9,9,9,9,9
10000000,1090,Kharghar,bhk,1,1,9,9,9,9,9,9,9,9,9,9,9,9,1,9,9,9,1,9,9,9,9,9,1,9,9,1,9,9,9,9,9,9,9,9,9,9
13000000,1463,Kharghar,bhk,2,1,9,9,9,9,9,9,9,9,9,9,9,9,2,9,9,9,1,9,9,9,9,9,1,9,9,1,9,9,9,9,9,9,9,9,9,9
5500000,1500,Kharghar,bhk,3,1,9,9,9,9,9,9,9,9,9,9,9,9,3,9,9,9,1,9,9,9,9,9,1,9,9,1,9,9,9,9,9,9,9,9,9,9
7200000,640,Kharghar,rk,0,1,9,9,9,9,9,9,9,9,9,9,9,9,1,9,9,9,0,9,9,9,9,9,0,9,9,0,9,9,9,9,9,9,9,9,9,9
15000000,860,Kharghar,rk,0,1,9,9,9,9,9,9,9,9,9,9,9,9,1,9,9,9,0,9,9,9,9,9,0,9,9,0,9,9,9,9,9,9,9,9,9,9
10500000,1300,Kharghar,bhk,3,1,9,9,9,9,9,9,9,9,9,9,9,9,3,9,9,9,1,9,9,9,9,9,1,9,9,1,9,9,9,9,9,9,9,9,9,9
4600000,1075,Kharghar,bhk,1,1,9,9,9,9,9,9,9,9,9,9,9,9,1,9,9,9,1,9,9,9,9,9,1,9,9,1,9,9,9,9,9,9,9,9,9,9
5500000,600,Kharghar,rk,0,1,9,9,9,9,9,9,9,9,9,9,9,9,1,9,9,9,0,9,9,9,9,9,0,9,9,0,9,9,9,9,9,9,9,9,9,9
5000000,450,Kharghar,rk,0,1,9,9,9,9,9,9,9,9,9,9,9,9,1,9,9,9,0,9,9,9,9,9,0,9,9,0,9,9,9,9,9,9,9,9,9,9
8000000,650,Kharghar,rk,0,1,9,9,9,9,9,9,9,9,9,9,9,9,1,9,9,9,0,9,9,9,9,9,0,9,9,0,9,9,9,9,9,9,9,9,9,9
6000000,800,Kharghar,rk,0,1,9,9,9,9,9,9,9,9,9,9,9,9,1,9,9,9,0,9,9,9,9,9,0,9,9,0,9,9,9,9,9,9,9,9,9,9
5200000,675,Kharghar,rk,0,1,9,9,9,9,9,9,9,9,9,9,9,9,1,9,9,9,0,9,9,9,9,9,0,9,9,0,9,9,9,9,9,9,9,9,9,9
13000000,590,Kharghar,rk,0,1,9,9,9,9,9,9,9,9,9,9,9,9,1,9,9,9,0,9,9,9,9,9,0,9,9,0,9,9,9,9,9,9,9,9,9,9
16000000,1300,Kharghar,bhk,2,1,9,9,9,9,9,9,9,9,9,9,9,9,2,9,9,9,1,9,9,9,9,9,1,9,9,1,9,9,9,9,9,9,9,9,9,9
14500000,1600,Kharghar,bhk,3,1,9,9,9,9,9,9,9,9,9,9,9,9,3,9,9,9,1,9,9,9,9,9,1,9,9,1,9,9,9,9,9,9,9,9,9,9
9500000,1655,Kharghar,bhk,3,1,9,9,9,9,9,9,9,9,9,9,9,9,3,9,9,9,1,9,9,9,9,9,1,9,9,1,9,9,9,9,9,9,9,9,9,9
8000000,1050,Kharghar,bhk,2,1,9,9,9,9,9,9,9,9,9,9,9,9,2,9,9,9,1,9,9,9,9,9,1,9,9,1,9,9,9,9,9,9,9,9,9,9
8000000,800,Kharghar,rk,2,1,9,9,9,9,9,9,9,9,9,9,9,9,2,9,9,9,0,9,9,9,9,9,0,9,9,0,9,9,9,9,9,9,9,9,9,9
11000000,914,Kharghar,bhk,1,1,9,9,9,9,9,9,9,9,9,9,9,9,1,9,9,9,1,9,9,9,9,9,1,9,9,1,9,9,9,9,9,9,9,9,9,9
8000000,1100,Kharghar,bhk,2,1,9,9,9,9,9,9,9,9,9,9,9,9,2,9,9,9,1,9,9,9,9,9,1,9,9,1,9,9,9,9,9,9,9,9,9,9
16000000,1000,Kharghar,bhk,2,1,9,9,9,9,9,9,9,9,9,9,9,9,2,9,9,9,1,9,9,9,9,9,1,9,9,1,9,9,9,9,9,9,9,9,9,9
14500000,1600,Kharghar,bhk,3,1,9,9,9,9,9,9,9,9,9,9,9,9,3,9,9,9,1,9,9,9,9,9,1,9,9,1,9,9,9,9,9,9,9,9,9,9
6500000,1655,Kharghar,bhk,3,1,9,9,9,9,9,9,9,9,9,9,9,9,3,9,9,9,1,9,9,9,9,9,1,9,9,1,9,9,9,9,9,9,9,9,9,9
9500000,675,Kharghar,rk,0,1,9,9,9,9,9,9,9,9,9,9,9,9,1,9,9,9,0,9,9,9,9,9,0,9,9,0,9,9,9,9,9,9,9,9,9,9
8000000,1050,Kharghar,bhk,2,1,9,9,9,9,9,9,9,9,9,9,9,9,2,9,9,9,1,9,9,9,9,9,1,9,9,1,9,9,9,9,9,9,9,9,9,9
11000000,800,Kharghar,rk,0,1,9,9,9,9,9,9,9,9,9,9,9,9,1,9,9,9,0,9,9,9,9,9,0,9,9,0,9,9,9,9,9,9,9,9,9,9
9200000,1100,mumbai,bhk,2,1,9,9,9,9,9,9,9,9,9,9,9,9,2,9,9,9,1,9,9,9,9,9,1,9,9,1,9,9,9,9,9,9,9,9,9,9
5200000,1250,Kharghar,bhk,2,1,9,9,9,9,9,9,9,9,9,9,9,9,2,9,9,9,1,9,9,9,9,9,1,9,9,1,9,9,9,9,9,9,9,9,9,9
6000000,590,Kharghar,rk,0,1,9,9,9,9,9,9,9,9,9,9,9,9,1,9,9,9,0,9,9,9,9,9,0,9,9,0,9,9,9,9,9,9,9,9,9,9
13000000,675,Kharghar,rk,0,1,9,9,9,9,9,9,9,9,9,9,9,9,1,9,9,9,0,9,9,9,9,9,0,9,9,0,9,9,9,9,9,9,9,9,9,9
10500000,1200,Kharghar,bhk,3,1,9,9,9,9,9,9,9,9,9,9,9,9,3,9,9,9,1,9,9,9,9,9,1,9,9,1,9,9,9,9,9,9,9,9,9,9
11100000,911,Kharghar,bhk,1,1,9,9,9,9,9,9,9,9,9,9,9,9,1,9,9,9,1,9,9,9,9,9,1,9,9,1,9,9,9,9,9,9,9,9,9,9
12700000,1117,Kharghar,bhk,2,1,9,9,9,9,9,9,9,9,9,9,9,9,2,9,9,9,1,9,9,9,9,9,1,9,9,1,9,9,9,9,9,9,9,9,9,9
6000000,1125,Kharghar,bhk,2,1,9,9,9,9,9,9,9,9,9,9,9,9,2,9,9,9,1,9,9,9,9,9,1,9,9,1,9,9,9,9,9,9,9,9,9,9
5500000,560,Kharghar,rk,0,1,9,9,9,9,9,9,9,9,9,9,9,9,1,9,9,9,0,9,9,9,9,9,0,9,9,0,9,9,9,9,9,9,9,9,9,9
9800000,650,Kharghar,rk,0,1,9,9,9,9,9,9,9,9,9,9,9,9,1,9,9,9,0,9,9,9,9,9,0,9,9,0,9,9,9,9,9,9,9,9,9,9
10000000,1090,Kharghar,bhk,2,1,9,9,9,9,9,9,9,9,9,9,9,9,2,9,9,9,1,9,9,9,9,9,1,9,9,1,9,9,9,9,9,9,9,9,9,9
13000000,1463,Kharghar,bhk,2,1,9,9,9,9,9,9,9,9,9,9,9,9,2,9,9,9,1,9,9,9,9,9,1,9,9,1,9,9,9,9,9,9,9,9,9,9
5500000,1500,Kharghar,bhk,3,1,9,9,9,9,9,9,9,9,9,9,9,9,3,9,9,9,1,9,9,9,9,9,1,9,9,1,9,9,9,9,9,9,9,9,9,9
7200000,640,Kharghar,rk,0,1,9,9,9,9,9,9,9,9,9,9,9,9,1,9,9,9,0,9,9,9,9,9,0,9,9,0,9,9,9,9,9,9,9,9,9,9
